Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
2978,20,16,150,11,218,207,204,130,518,Commanche,C7755,1
2503,23,26,268,16,721,196,176,105,1224,Cache,C4703,2
3290,358,8,277,49,1284,208,225,155,594,Rawah,C8771,0
2217,43,30,234,75,577,210,160,66,1679,Cache,C4703,2
2243,321,28,175,-48,1332,137,200,197,914,Cache,C4703,2
2157,103,6,0,0,1403,231,232,134,895,Cache,C2704,3
3259,132,11,421,29,4350,238,234,124,1040,Rawah,C7745,1
3259,102,6,180,8,765,230,233,137,2270,Rawah,C7201,0
3021,112,11,424,56,5322,239,228,119,6134,Rawah,C4744,1
3160,61,6,60,0,2045,225,227,136,616,Rawah,C7202,0
2930,274,27,0,0,2663,138,235,230,124,Commanche,C7757,1
3003,334,10,674,-117,1622,197,227,169,1869,Commanche,C7756,1
3111,80,13,90,-16,2717,237,215,107,1913,Commanche,C7755,0
3324,8,14,446,98,2906,202,211,144,2245,Commanche,C8771,6
2261,205,22,192,81,1129,201,254,178,1176,Cache,C2704,3
3412,254,7,1022,176,1218,204,245,179,1950,Commanche,C7756,0
3057,15,3,0,0,3984,217,233,154,595,Rawah,C7101,0
3263,228,22,134,22,2312,181,254,203,2940,Rawah,C7745,1
3308,46,15,335,97,3525,223,205,111,2060,Commanche,C7755,6
2574,21,18,67,26,990,205,198,125,6462,Rawah,C7745,1
2968,30,23,127,38,2037,206,182,102,2314,Commanche,C7756,0
3100,184,12,400,41,424,223,248,156,1328,Commanche,C7756,1
3204,32,6,170,1,1693,219,227,145,1482,Commanche,C7755,0
3165,56,11,391,33,3291,227,217,122,3363,Rawah,C7745,0
3274,59,20,467,15,1516,231,193,86,4956,Neota,C7201,0
3270,120,4,162,-3,1092,226,236,145,3224,Neota,C7756,1
2544,71,9,402,15,1087,231,222,124,4040,Rawah,C6731,1
3105,60,13,256,24,1208,230,213,114,2704,Commanche,C7755,0
3028,321,14,242,62,2262,184,226,182,1092,Rawah,C7745,1
2416,344,17,150,23,1176,183,211,164,190,Cache,C4703,5
3019,298,14,162,24,2419,180,234,194,1380,Commanche,C7755,1
3142,201,7,323,10,6287,217,247,165,2058,Rawah,C7745,1
2645,1,16,108,33,1455,195,208,149,1998,Commanche,C4704,1
3075,105,11,569,21,1704,238,227,118,2430,Rawah,C7745,1
2000,174,25,42,12,268,225,243,135,513,Cache,C2704,2
3070,22,14,30,-9,6860,211,210,133,2885,Rawah,C7745,1
2860,190,11,95,16,2222,220,248,161,2357,Commanche,C6102,1
2952,320,8,120,16,4710,199,233,173,6036,Rawah,C4744,1
3322,135,19,127,-2,2442,246,228,101,3551,Neota,C7757,0
2738,108,13,247,-40,1939,242,224,109,1087,Commanche,C4703,1
3284,116,31,134,47,2431,254,194,43,3065,Rawah,C7745,1
3147,265,22,268,53,201,159,244,220,2381,Neota,C8776,0
3054,43,10,362,59,2969,222,217,129,5891,Rawah,C7745,1
2430,10,15,404,160,966,202,208,141,1001,Cache,C2717,5
2332,327,18,0,0,674,174,217,182,342,Cache,C4703,2
3021,34,7,313,54,4837,219,224,141,1570,Rawah,C7745,0
2981,346,9,30,4,2096,203,226,161,1165,Commanche,C7201,0
2929,20,17,30,7,5576,207,203,129,4175,Rawah,C7700,1
2586,28,9,242,59,2538,217,220,138,601,Commanche,C4704,1
3248,174,15,258,32,4395,228,246,147,2372,Commanche,C7757,0
3057,172,13,190,0,1587,228,246,147,785,Rawah,C7202,0
3225,28,17,495,87,2249,211,201,121,2516,Commanche,C7700,0
2372,160,17,67,19,67,235,241,131,218,Commanche,C2703,5
2975,199,11,964,127,2922,216,250,167,1465,Commanche,C7702,1
3037,155,16,516,174,6519,237,240,128,3844,Rawah,C7746,1
3284,89,14,60,14,3331,240,217,104,1325,Commanche,C7201,0
3000,76,8,192,58,3865,230,226,128,1022,Rawah,C7745,1
2956,90,9,67,16,1879,235,225,121,182,Commanche,C7756,1
3180,354,21,376,39,2280,180,198,153,1360,Commanche,C7756,1
3041,242,14,60,0,1557,193,251,195,216,Commanche,C7756,1
2718,117,13,108,21,2614,242,228,113,4843,Rawah,C4744,1
3250,117,25,247,68,1358,253,208,67,2512,Commanche,C7756,1
3418,34,5,201,46,1040,219,228,146,1012,Neota,C8776,6
2692,94,17,175,1,711,244,213,93,1189,Rawah,C7202,1
3181,41,19,95,27,3369,219,196,105,700,Commanche,C7756,0
2881,304,22,218,45,2623,152,222,207,1443,Commanche,C7700,1
3038,64,18,277,33,4512,233,200,92,816,Rawah,C7745,1
2749,92,32,180,101,180,249,174,28,2512,Rawah,C7746,4
2901,187,15,495,101,2442,220,250,158,1832,Commanche,C7702,1
2783,211,32,371,-26,2259,177,250,189,1719,Commanche,C4758,1
3061,27,2,216,11,3226,218,234,153,430,Rawah,C7201,0
2971,106,20,466,56,2140,250,211,80,2624,Commanche,C7755,1
2959,90,9,228,0,4618,234,226,123,5370,Rawah,C4744,1
2896,340,21,85,19,5351,170,204,170,1019,Rawah,C7745,1
3118,19,20,992,249,2750,201,194,124,2018,Commanche,C7700,1
3023,93,16,551,203,300,243,215,97,793,Commanche,C7757,1
2439,128,8,371,83,824,234,235,132,1165,Cache,C2703,5
2805,66,5,190,9,474,225,230,141,646,Rawah,C7202,1
3004,0,4,420,-16,6357,213,232,156,3721,Rawah,C7102,0
3218,309,17,300,75,4615,170,226,196,1063,Rawah,C7745,1
2663,358,16,30,10,1670,194,209,151,6410,Rawah,C7745,1
3060,49,5,153,15,1661,222,229,143,2912,Rawah,C7745,0
2954,47,17,90,3,594,224,201,107,579,Rawah,C7201,0
3011,101,12,67,7,6309,240,224,112,3173,Rawah,C7745,1
2923,160,11,228,32,2512,231,242,141,2539,Commanche,C7702,1
2997,292,7,474,-37,1651,201,239,178,1784,Commanche,C7755,1
3078,352,21,0,0,2122,180,200,155,3242,Rawah,C7201,0
3041,256,10,570,155,5937,196,247,189,5186,Rawah,C7745,1
2924,322,20,270,70,5197,165,215,188,618,Rawah,C7745,1
3178,348,14,67,2,3218,193,216,161,3886,Rawah,C7202,0
2625,324,28,474,232,543,139,198,192,1045,Cache,C4703,1
2963,358,5,242,27,1589,211,230,156,663,Commanche,C7756,1
2452,104,27,242,106,446,253,194,51,918,Commanche,C2705,2
2817,349,4,0,0,2592,213,233,158,2118,Rawah,C7202,1
3079,117,12,216,31,3900,240,229,118,418,Rawah,C7745,1
3212,252,2,474,26,5932,214,240,164,1994,Rawah,C7201,1
3096,72,5,300,-12,6624,225,231,141,2888,Rawah,C7745,1
2701,144,20,30,6,2885,244,232,108,1994,Rawah,C6101,1
3383,307,20,270,75,2372,161,224,201,2278,Commanche,C7757,0
2746,65,13,247,45,1231,232,214,112,2186,Rawah,C4744,1
2705,79,28,42,-9,95,243,177,45,2171,Rawah,C7746,4
2811,79,31,30,-16,2040,242,169,33,1714,Commanche,C4758,1
2893,291,17,0,0,2575,171,235,204,726,Commanche,C7103,0
3221,53,17,90,19,2751,227,203,104,2751,Rawah,C7746,0
2909,288,23,616,197,402,151,231,217,1725,Commanche,C2705,1
3357,338,13,67,5,5071,190,220,169,3541,Commanche,C8771,6
3216,147,10,638,5,1008,233,239,137,2249,Commanche,C7757,1
3149,212,13,95,7,3676,208,252,177,4801,Rawah,C7745,0
2457,302,20,283,7,930,160,226,205,85,Cache,C4703,5
3271,303,29,42,37,4607,128,211,217,726,Rawah,C7745,1
3074,312,13,201,48,2884,185,230,185,671,Rawah,C7745,0
2888,192,14,60,-19,1521,218,250,163,2588,Commanche,C4758,1
3058,74,22,339,3,2655,240,193,73,2770,Commanche,C7755,1
2988,354,6,108,6,5098,209,229,158,4811,Rawah,C7745,1
3004,203,31,509,305,2297,188,249,176,1259,Commanche,C4758,1
2873,41,16,492,73,1986,221,204,115,1276,Commanche,C4704,1
3268,72,3,258,10,6210,223,233,146,400,Rawah,C7201,0
3129,253,17,120,19,1507,178,249,207,2347,Commanche,C7757,0
2930,307,23,108,35,767,152,220,205,2663,Rawah,C7745,0
3210,4,12,433,83,2254,204,216,149,3429,Commanche,C7755,0
2504,45,4,408,26,716,221,231,146,3699,Rawah,C6731,1
3307,160,17,616,170,891,235,241,131,4549,Neota,C7756,1
3037,178,7,150,36,1128,223,244,155,1871,Commanche,C7756,0
3147,63,6,323,-4,4736,226,227,135,1979,Rawah,C7201,0
3083,61,26,67,26,5084,231,178,64,1657,Rawah,C7745,0
3246,87,13,108,12,1742,239,218,108,2006,Commanche,C7756,0
2967,58,4,573,61,805,223,230,143,1919,Rawah,C7745,1
2885,105,13,60,-2,1788,241,224,110,1134,Rawah,C7745,0
2724,132,11,60,-2,2720,238,234,124,4875,Rawah,C4744,1
2950,75,22,371,145,2793,241,192,71,1345,Commanche,C4703,1
2700,81,19,150,-23,1168,242,203,84,2230,Rawah,C7745,1
3240,65,14,90,20,5944,233,210,106,570,Rawah,C7201,0
3265,48,16,134,-6,1761,225,202,107,2751,Rawah,C8772,0
2576,40,13,218,50,417,221,212,124,953,Cache,C2717,2
2936,358,5,210,29,3478,211,230,156,4782,Rawah,C4744,1
3325,281,4,469,78,920,209,240,169,1290,Neota,C7202,0
2823,98,25,134,49,4093,251,195,56,834,Rawah,C7201,1
3010,132,12,492,36,4536,239,234,123,693,Rawah,C7745,1
2608,348,22,30,8,1282,173,198,159,1894,Commanche,C4758,5
2997,243,13,324,99,2402,195,250,192,1405,Commanche,C7755,1
2308,114,26,242,111,708,254,203,59,1598,Cache,C2704,3
3004,254,25,382,165,1022,154,246,224,612,Commanche,C4758,1
3090,63,14,277,40,3854,232,211,108,4189,Rawah,C7745,0
2971,225,24,446,155,1312,181,254,201,201,Commanche,C4758,1
3076,15,15,319,15,1437,205,207,136,1924,Commanche,C7700,0
2841,110,10,95,10,2358,238,229,120,2341,Rawah,C7745,1
3248,9,9,859,73,1518,211,223,149,2647,Neota,C7202,1
3442,336,20,300,157,3684,170,207,174,1772,Rawah,C8776,0
2921,188,12,60,-9,2220,221,249,159,1917,Commanche,C7757,1
2728,165,18,134,22,450,233,243,133,677,Rawah,C7746,4
2844,36,14,295,53,3807,218,208,123,5532,Rawah,C4744,1
2962,238,27,120,41,2652,162,251,217,2402,Commanche,C7757,1
2914,326,14,60,3,2758,185,224,178,511,Commanche,C7756,0
3099,60,19,424,63,1620,231,196,89,2872,Rawah,C7745,1
2985,139,20,566,-13,5250,245,230,104,2927,Rawah,C7746,1
3061,139,22,258,63,1749,247,227,96,2239,Commanche,C7757,1
3232,131,37,390,36,3085,250,191,33,2989,Rawah,C8772,0
2302,277,20,150,46,1758,162,239,215,1012,Cache,C2703,5
3152,54,8,95,9,1358,225,222,130,4712,Neota,C7101,0
2971,13,8,247,26,711,212,223,148,1894,Rawah,C7745,1
3363,314,16,283,31,1464,176,226,189,2053,Neota,C8776,0
2801,53,12,270,50,1221,227,213,118,2347,Commanche,C4703,1
2880,27,11,371,38,2582,216,216,136,1065,Commanche,C7755,0
2985,333,6,42,1,819,205,232,165,2707,Rawah,C7745,1
3262,216,21,830,171,3937,193,254,190,871,Commanche,C7790,1
2070,192,28,30,9,916,206,248,159,488,Cache,C2702,3
2772,76,10,175,46,1203,233,220,118,2568,Commanche,C4704,1
2840,101,12,67,11,1207,240,224,112,785,Commanche,C7756,0
3163,46,16,42,8,3438,223,203,109,607,Commanche,C7201,1
3383,58,26,335,98,1907,228,176,64,1717,Rawah,C8776,0
3307,25,9,30,0,1959,216,221,141,924,Commanche,C8772,6
2793,330,9,240,6,2270,199,229,170,2491,Rawah,C4744,1
3372,326,18,741,177,918,172,217,183,658,Neota,C7755,0
2985,305,8,534,85,5633,198,236,177,4335,Rawah,C7745,1
3041,335,10,150,30,2753,198,227,168,6114,Rawah,C7745,0
2920,256,16,90,39,4074,181,248,204,677,Rawah,C7745,1
3152,323,23,390,131,2694,154,209,191,2634,Commanche,C7757,0
3025,39,7,285,46,4290,221,225,140,1110,Rawah,C7745,1
2567,352,9,192,43,612,205,225,158,1237,Commanche,C4704,1
3228,325,16,108,33,859,179,222,181,1198,Neota,C7700,1
3232,97,11,306,-31,870,239,224,114,2902,Neota,C7202,1
3125,179,10,127,5,2213,225,246,154,706,Commanche,C7756,1
2939,2,16,30,7,5707,195,207,147,4084,Rawah,C7700,1
2317,245,20,408,121,722,176,251,209,579,Cache,C2717,2
3202,45,12,30,0,2790,223,214,124,1775,Commanche,C7755,0
2845,77,13,162,16,1100,236,215,107,781,Commanche,C7710,0
2979,10,13,277,48,3047,205,213,143,930,Commanche,C7757,1
2758,53,17,573,-55,1632,227,201,102,2465,Rawah,C4744,1
2882,82,20,127,56,582,243,201,79,577,Commanche,C7757,1
2908,38,13,277,98,277,219,212,125,592,Rawah,C7745,1
3305,174,9,1087,189,2445,226,245,152,2164,Commanche,C7755,0
2033,97,18,330,72,454,246,212,89,108,Cache,C2706,2
3119,94,10,360,96,2873,236,225,119,1224,Commanche,C7756,1
2712,10,11,127,22,1450,209,219,147,3142,Rawah,C7746,1
2920,9,17,108,29,2268,198,204,140,1991,Commanche,C7757,0
2998,195,11,618,77,2108,218,250,165,2293,Commanche,C7756,1
2954,353,14,234,71,3421,196,215,157,1676,Rawah,C7745,1
2934,132,13,108,20,3632,240,233,121,2177,Rawah,C4744,1
2998,176,12,201,26,5189,226,246,152,6207,Rawah,C4744,1
3299,117,6,67,-3,1395,231,234,136,1379,Rawah,C8703,0
2837,103,13,67,0,3747,241,224,110,6276,Rawah,C4744,1
2196,68,17,228,54,1438,235,204,95,255,Cache,C2704,2
2942,310,8,216,33,3548,197,234,177,2491,Rawah,C7745,1
3086,79,4,108,13,6990,224,233,144,2710,Rawah,C7745,1
2588,30,24,180,40,297,205,181,101,1409,Commanche,C4703,5
2438,105,13,150,38,859,241,224,110,1064,Cache,C2706,2
2651,69,11,553,88,853,232,218,116,2652,Rawah,C4744,1
3224,90,13,277,86,1689,240,219,107,2654,Rawah,C7745,0
2948,54,11,255,13,2382,226,217,123,2281,Rawah,C7745,1
2975,135,12,182,3,4683,239,234,123,4970,Rawah,C7745,1
3124,332,10,255,50,2033,196,227,171,2412,Commanche,C7756,1
3232,144,18,534,130,424,242,234,114,4429,Neota,C7701,1
2272,51,3,382,193,481,221,232,148,553,Cache,C2717,2
2944,94,11,30,6,2326,238,223,115,641,Commanche,C7755,1
3152,99,12,170,16,3749,240,222,110,212,Commanche,C7757,0
2877,87,25,150,70,162,247,190,56,967,Rawah,C7745,1
2170,358,19,42,15,1150,188,203,149,488,Cache,C4703,2
2953,111,22,735,287,2497,251,210,76,1749,Commanche,C4703,1
2715,308,27,0,0,1445,137,212,210,1481,Commanche,C7700,0
2835,68,24,85,7,3309,236,184,66,5032,Rawah,C7745,1
3162,117,15,342,100,3937,244,225,106,845,Rawah,C7745,1
3090,41,15,713,174,4414,221,205,116,3757,Rawah,C7745,0
2971,217,7,242,34,3890,212,247,171,2227,Rawah,C4744,1
2700,60,10,95,11,1952,228,218,122,5651,Rawah,C4744,1
2598,105,7,350,67,1020,232,232,133,210,Rawah,C7745,1
2254,323,26,85,58,722,145,203,193,577,Cache,C4703,5
2821,106,9,258,63,3515,235,229,125,5791,Rawah,C4744,1
3081,350,5,0,0,4991,210,231,159,830,Rawah,C7202,1
2811,352,14,247,40,1660,195,216,158,1416,Commanche,C4703,0
2959,260,5,750,53,5509,207,243,174,1910,Rawah,C7745,1
2943,298,11,150,28,2954,188,236,188,1382,Commanche,C7755,1
3023,260,13,474,74,5911,189,247,196,1753,Rawah,C7745,0
3221,189,23,182,64,2455,214,250,158,1182,Commanche,C7757,0
2953,228,7,324,32,2089,210,247,174,2038,Commanche,C7756,1
2889,263,33,390,251,1663,123,235,239,1485,Commanche,C4758,1
3237,204,19,201,70,2254,207,253,175,1288,Commanche,C7757,0
2994,88,18,85,25,685,244,207,86,573,Rawah,C7745,0
2837,135,7,90,0,3706,232,237,137,6297,Rawah,C4744,1
3244,296,10,420,101,4509,191,237,186,1103,Rawah,C7745,1
2926,238,6,85,10,5113,209,245,173,3986,Rawah,C7745,1
2343,85,24,124,44,376,246,193,63,693,Cache,C2705,2
3024,59,7,212,6,1742,226,226,134,1747,Rawah,C7201,0
2879,205,22,234,116,3031,202,254,178,1350,Commanche,C2705,1
2955,22,9,450,42,4607,215,221,143,2927,Rawah,C7202,0
3321,106,12,323,36,1660,240,226,114,2001,Rawah,C8771,0
2456,88,21,124,6,696,246,200,73,446,Cache,C2702,2
3151,328,7,218,31,4645,203,232,168,2536,Rawah,C7745,1
2916,280,17,30,7,5808,171,240,208,5011,Rawah,C7745,1
3217,90,1,0,0,5897,220,237,153,564,Rawah,C7202,0
2972,298,4,362,38,3760,210,238,167,850,Rawah,C7745,1
3393,212,7,256,24,2922,214,247,169,1939,Commanche,C7756,0
3071,216,11,150,17,450,209,250,176,792,Commanche,C7202,1
2709,344,25,108,24,1340,161,192,163,1657,Commanche,C7700,1
2802,238,37,234,154,1664,130,241,229,1451,Commanche,C2705,1
2900,38,12,42,0,1983,220,214,127,2236,Rawah,C7745,1
2639,65,32,180,112,810,231,159,35,850,Commanche,C4758,1
3172,120,9,0,0,4845,236,232,127,1266,Rawah,C7745,0
3077,45,7,418,20,3072,222,225,138,1552,Commanche,C7756,1
2649,6,11,150,33,1233,207,219,149,847,Commanche,C4704,2
3032,27,22,361,12,997,204,186,109,2030,Commanche,C7700,0
2818,67,25,242,66,1315,235,183,65,2340,Commanche,C7757,1
2620,197,16,300,194,1954,214,252,167,430,Commanche,C2705,2
3178,38,14,228,0,1842,219,209,122,771,Commanche,C7755,0
3109,36,6,30,2,1861,220,226,142,1851,Commanche,C7202,1
3078,329,14,30,10,342,186,223,176,726,Neota,C7202,0
2498,285,5,618,108,828,205,240,174,400,Cache,C2717,2
3224,164,17,124,18,1814,233,243,135,1756,Commanche,C7757,0
2857,106,16,67,-4,3523,245,219,98,2082,Commanche,C7756,1
2814,293,13,342,90,2366,182,237,194,1784,Commanche,C7757,1
2995,352,5,85,4,2791,211,231,158,1595,Rawah,C7745,1
2833,47,11,180,21,3089,224,215,124,4734,Rawah,C7700,1
3127,0,3,108,7,1012,215,233,156,1482,Commanche,C7202,0
2884,13,18,467,80,741,200,201,134,778,Commanche,C7755,1
3056,337,10,421,80,2348,199,227,167,1148,Rawah,C7202,0
2892,18,12,497,98,2739,211,215,139,3313,Rawah,C4744,1
2883,99,28,124,49,5577,252,189,46,4549,Rawah,C7746,1
3181,24,8,150,21,2688,216,224,144,1142,Commanche,C7202,0
3375,24,11,571,136,3090,214,215,136,2340,Commanche,C7756,6
2898,351,11,511,145,2656,199,221,159,1022,Commanche,C7755,1
2494,166,26,0,0,2170,231,238,121,834,Commanche,C2705,5
3030,315,9,67,8,3210,195,233,177,306,Rawah,C7202,0
2753,342,8,395,55,2037,205,229,163,2128,Rawah,C4744,1
2997,48,6,150,8,2731,222,227,140,1550,Rawah,C7745,1
3237,77,5,42,1,5656,227,230,138,900,Rawah,C8771,1
2938,261,35,277,141,2457,117,233,242,1500,Commanche,C7757,0
2903,145,30,108,40,6354,245,219,79,4262,Rawah,C7746,1
2811,80,35,255,115,268,241,156,15,1383,Rawah,C7745,4
2894,96,9,124,0,849,234,228,125,2470,Commanche,C7756,1
2905,65,26,350,96,853,234,178,59,648,Commanche,C7757,1
3277,202,21,309,-49,3008,206,253,174,446,Commanche,C7757,0
3232,255,19,201,40,1579,173,248,211,2533,Commanche,C7757,0
3258,36,13,180,32,3847,219,210,124,1460,Rawah,C8772,0
2911,302,15,272,65,5159,177,232,194,598,Rawah,C7745,1
3209,207,21,376,113,3120,201,254,180,825,Commanche,C7757,0
3120,67,22,570,-54,1201,236,192,77,990,Rawah,C7745,0
2955,45,11,384,85,3781,223,216,126,2534,Rawah,C7745,1
2929,30,9,268,16,4666,218,220,138,4068,Rawah,C7202,1
3146,90,5,67,4,3211,228,231,137,4315,Rawah,C7202,0
2873,59,10,379,122,1302,228,220,125,1380,Commanche,C7756,1
3267,113,5,807,46,3765,230,234,138,2836,Rawah,C8771,0
2837,111,14,324,65,1909,243,224,107,2067,Commanche,C4758,1
3129,270,5,67,2,997,207,241,173,1518,Commanche,C7202,0
3052,118,6,547,80,2575,230,235,138,2230,Commanche,C7756,0
2887,49,20,212,35,485,224,194,96,1689,Commanche,C7756,0
2886,11,10,418,54,2172,209,220,147,2321,Rawah,C7745,1
3017,88,8,0,0,767,233,227,126,430,Commanche,C7202,1
3145,218,8,67,5,1839,211,248,173,2021,Commanche,C7202,0
3283,1,16,300,62,2128,195,208,149,3101,Rawah,C8772,0
2897,41,9,510,81,3742,221,219,132,3197,Rawah,C4744,1
2951,357,33,247,-24,5124,151,162,135,1368,Rawah,C7745,1
3241,123,18,255,83,1591,247,224,99,2681,Rawah,C7746,0
3159,250,13,417,63,1068,191,249,196,2784,Commanche,C7757,0
2407,247,27,42,16,1360,154,248,224,700,Cache,C4703,5
3267,204,16,540,67,3283,210,253,174,693,Commanche,C7757,0
3187,318,19,446,136,2126,166,219,191,2148,Commanche,C7757,1
3133,44,14,150,26,1741,222,209,118,1819,Commanche,C7202,1
2570,189,17,124,31,1262,219,250,159,1956,Commanche,C2705,2
2890,315,3,437,10,3862,210,236,164,3515,Rawah,C4744,1
2998,148,21,120,25,2744,242,233,110,1597,Commanche,C7757,0
3078,66,17,612,19,663,234,205,97,1044,Commanche,C7756,1
3050,270,11,631,59,5873,192,244,192,5129,Rawah,C7745,0
3157,294,22,300,97,1475,154,229,213,2372,Commanche,C7756,1
3026,16,7,0,0,900,214,226,148,1505,Neota,C7201,0
2999,281,14,630,365,1645,181,241,200,1776,Commanche,C7757,1
2965,52,12,0,0,5347,226,215,121,2301,Rawah,C6101,0
3114,318,11,85,9,2232,190,230,179,947,Commanche,C7202,0
3104,333,2,451,19,1230,214,236,160,1273,Neota,C7202,0
3739,333,17,959,293,5251,180,216,175,3368,Commanche,C8776,6
3236,180,4,541,33,1693,221,242,156,1233,Commanche,C7755,0
3211,13,16,234,23,3296,203,205,136,3247,Commanche,C7700,1
2024,322,22,228,64,552,159,212,191,648,Cache,C4703,5
2852,13,23,350,-4,886,192,187,125,2008,Commanche,C7700,1
2075,285,27,319,11,503,134,227,227,997,Cache,C2702,5
2637,339,21,30,14,1771,170,204,170,5060,Rawah,C4744,1
3042,105,9,240,11,939,236,229,123,1872,Rawah,C7745,1
3017,356,23,270,158,816,176,192,149,3262,Commanche,C7700,1
2872,32,14,182,-20,384,216,208,125,553,Commanche,C7755,1
2870,316,15,67,30,4769,180,226,186,4637,Rawah,C7700,1
2913,151,8,630,264,847,231,240,141,420,Commanche,C7756,1
2952,55,16,270,39,4744,228,205,106,2726,Rawah,C7745,1
2993,58,21,361,134,1717,230,192,86,2846,Commanche,C7700,0
3059,167,9,30,4,787,228,244,147,1626,Commanche,C7756,0
2542,333,1,67,5,595,216,237,158,1048,Rawah,C4201,1
3225,45,3,335,12,6163,220,233,150,992,Rawah,C7201,0
3143,40,11,242,20,5044,221,216,128,2496,Rawah,C7745,1
2603,79,10,360,64,1380,234,222,119,1775,Commanche,C2705,1
3136,357,16,258,44,3944,194,210,152,1082,Rawah,C7745,0
2911,104,7,0,0,3842,232,231,131,4962,Rawah,C7102,0
3024,63,7,457,52,5493,226,226,134,3979,Rawah,C7745,0
2938,104,8,277,68,1440,234,230,129,2042,Commanche,C7756,1
2873,358,7,30,5,2971,209,227,156,2666,Rawah,C7202,1
2495,90,5,0,0,808,227,232,139,924,Commanche,C2705,1
2995,135,6,532,69,4994,230,237,141,6192,Rawah,C4744,1
3442,94,19,124,22,1837,247,207,81,1965,Neota,C8772,6
3265,65,5,210,30,4400,225,230,140,902,Rawah,C8772,0
3069,322,3,255,13,3396,212,236,162,577,Rawah,C7201,0
3418,99,9,180,9,1718,235,228,125,3454,Neota,C8703,0
3162,32,9,659,20,3472,218,220,137,3709,Rawah,C7745,0
3078,138,6,30,2,2379,230,238,141,2068,Commanche,C7756,0
2938,299,13,150,19,3964,182,234,193,674,Rawah,C7745,1
2697,107,24,85,4,2817,252,204,65,1179,Commanche,C4703,1
2973,90,9,60,0,2197,233,227,125,2839,Commanche,C7756,1
2488,25,15,30,3,1535,211,205,127,853,Commanche,C4703,5
2872,77,17,242,49,2671,239,207,94,2942,Rawah,C7745,1
2585,88,38,85,46,1590,245,152,1,1495,Commanche,C7755,1
3395,74,19,330,110,1921,239,201,85,1698,Rawah,C8776,0
3003,20,19,771,134,2439,204,197,125,1561,Commanche,C7700,1
2537,136,13,42,2,162,240,235,122,1779,Rawah,C7746,1
3077,81,6,270,30,2970,228,230,136,6121,Rawah,C7745,0
3312,93,10,30,1,4362,237,224,118,3778,Commanche,C7202,0
3254,32,10,644,86,3812,218,218,134,2285,Rawah,C7745,0
2616,29,11,201,10,1092,216,216,134,1620,Commanche,C4704,5
2731,158,25,120,60,2324,237,235,112,2516,Rawah,C7746,1
2411,211,23,0,0,1499,195,254,185,573,Commanche,C6101,5
2929,164,9,417,53,2582,228,243,147,2105,Commanche,C7757,1
2613,78,12,309,57,711,236,217,111,2382,Rawah,C4744,1
3037,35,8,30,3,981,219,223,139,1575,Neota,C7201,1
2919,288,2,30,0,5109,213,239,164,3494,Rawah,C6101,0
2886,87,9,582,152,360,234,224,121,1128,Commanche,C4704,1
3161,176,15,309,25,446,226,247,149,2706,Neota,C7202,0
2698,31,14,277,97,912,216,209,126,1891,Commanche,C7755,1
2980,111,16,240,41,376,246,221,99,2077,Commanche,C7756,1
3355,9,21,805,177,1490,192,194,134,1641,Commanche,C8776,6
2921,304,20,212,57,1919,161,226,203,1024,Commanche,C7755,1
2837,0,12,85,19,4469,202,217,152,4878,Rawah,C7745,1
2989,24,15,242,25,849,211,208,130,1928,Commanche,C7756,1
2625,81,7,350,84,1006,230,227,129,516,Rawah,C7202,1
3283,351,9,570,8,2391,205,226,159,789,Commanche,C7756,0
2894,145,10,330,111,977,234,239,135,2938,Commanche,C4704,1
3024,135,7,932,105,5496,232,237,137,5792,Rawah,C4744,1
3143,124,12,660,102,900,240,231,119,1937,Commanche,C7757,1
2972,80,19,488,42,361,241,203,85,691,Commanche,C7757,0
2990,351,12,134,27,124,198,219,159,992,Rawah,C7201,0
2998,342,6,212,44,2166,208,231,162,661,Rawah,C7746,1
2650,195,31,108,30,1950,196,247,163,1116,Commanche,C2705,1
2733,11,25,376,-37,2941,184,180,124,2460,Commanche,C4703,0
2514,178,24,30,-1,1154,223,245,141,1385,Commanche,C2704,2
3049,272,18,450,120,5831,170,242,210,1397,Rawah,C7745,1
3102,177,9,324,43,1890,225,246,153,684,Commanche,C7756,1
3463,325,13,350,42,5121,187,225,178,4171,Commanche,C8771,6
2421,138,31,277,165,1464,249,212,68,499,Cache,C2704,2
3126,295,11,295,0,1740,190,237,187,730,Commanche,C7202,0
2959,150,13,42,18,4022,236,239,130,2429,Rawah,C7746,1
