Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type
2637,304,46,420,218,849,59,170,227,1271,Commanche,C7757
2999,262,28,300,88,5559,142,241,231,1006,Rawah,C7745
2567,333,4,170,15,1558,210,234,163,1689,Commanche,C2703
3335,285,22,60,25,3904,155,234,217,1022,Rawah,C8771
3204,25,20,124,27,4348,205,192,117,3454,Commanche,C7201
3034,307,17,42,-2,2992,172,228,196,1761,Commanche,C7700
3299,77,29,120,65,4332,241,174,43,1092,Rawah,C8771
2910,76,17,120,-1,726,239,206,92,711,Rawah,C7201
3112,103,13,127,11,3624,241,224,110,212,Commanche,C7757
3084,322,13,150,13,3282,185,226,180,511,Rawah,C7745
3192,323,12,242,49,3720,188,227,178,1917,Commanche,C7755
2533,315,8,361,156,979,200,234,174,1359,Cache,C4703
2699,226,20,30,9,1978,188,254,197,977,Commanche,C7202
2787,91,21,297,92,1082,247,201,73,430,Commanche,C7700
2594,115,4,295,-2,738,227,236,144,849,Rawah,C4201
2869,222,6,127,27,805,212,246,171,85,Commanche,C7756
3223,207,14,285,141,2611,210,252,175,1357,Commanche,C7757
3046,111,17,725,236,726,247,220,96,1448,Rawah,C7745
3234,135,3,216,10,180,224,238,150,1259,Commanche,C7756
3004,229,15,720,104,5848,196,253,191,3894,Rawah,C7745
2988,342,12,514,52,4401,195,222,166,4960,Rawah,C4744
3129,86,3,309,27,4575,224,234,145,1805,Rawah,C7201
2608,49,14,108,-10,240,225,210,116,1348,Rawah,C7745
3000,316,14,120,19,1231,182,227,185,1872,Commanche,C7755
3399,307,34,120,48,3477,108,197,218,1406,Rawah,C8772
2793,36,20,108,32,1531,214,192,106,2519,Commanche,C4703
2974,297,11,300,84,5209,190,237,186,1071,Rawah,C7746
2946,56,22,120,17,2060,228,189,83,3063,Commanche,C7757
2857,47,9,212,11,1920,223,221,132,2701,Commanche,C7702
3302,286,10,525,111,845,191,240,188,677,Commanche,C7756
3014,145,24,330,94,1052,245,228,96,2988,Rawah,C7745
3155,273,12,30,6,2574,186,243,196,1026,Commanche,C7202
2942,56,5,376,46,4588,223,229,141,5544,Rawah,C4744
2754,24,23,67,26,2418,202,185,112,503,Commanche,C7755
2496,330,29,90,48,997,139,191,184,1595,Commanche,C4703
3093,148,7,201,-6,3801,230,240,142,1142,Rawah,C7745
3033,212,23,360,207,2890,194,254,186,1052,Commanche,C4758
2982,66,6,182,17,5104,227,227,135,5909,Rawah,C4744
3096,195,26,644,282,1702,205,250,165,524,Commanche,C4758
2753,82,22,30,12,2461,244,195,70,845,Commanche,C4703
2607,162,13,30,0,592,233,243,138,1176,Rawah,C4744
3057,108,5,603,85,2631,229,234,138,2163,Commanche,C7756
3252,60,13,240,-4,976,230,212,113,2985,Neota,C7202
3157,27,14,382,88,1050,213,210,130,1500,Commanche,C7700
2900,120,25,120,58,5317,253,209,68,509,Rawah,C7746
3176,70,15,703,169,2313,235,210,102,2785,Commanche,C7700
2511,67,7,258,35,446,228,226,132,3400,Rawah,C6731
2975,242,11,553,69,5864,198,249,189,3474,Rawah,C7745
2993,11,23,120,23,1788,189,187,127,3697,Rawah,C7745
3198,332,8,569,122,3247,201,230,168,1144,Commanche,C7756
2933,90,4,127,5,908,226,233,143,2324,Rawah,C7202
3024,47,13,582,105,5176,224,212,120,5790,Rawah,C4744
3250,11,19,390,129,3997,196,198,134,1851,Commanche,C8772
3188,189,18,175,21,552,218,251,159,1239,Rawah,C7201
2982,83,11,376,7,5756,235,221,116,3740,Rawah,C7745
3004,278,10,170,3,3143,193,242,189,1269,Commanche,C7757
2917,143,14,153,17,4782,239,236,124,295,Rawah,C7746
2516,293,12,324,74,247,187,237,191,1913,Cache,C2717
3218,185,23,270,31,2148,218,249,152,1674,Commanche,C7709
2282,330,21,182,54,1159,166,210,180,782,Cache,C4703
2504,105,15,124,0,450,244,221,103,323,Rawah,C7745
3116,217,16,691,128,6039,202,253,184,1731,Rawah,C7745
3222,58,3,633,89,5848,222,233,147,1500,Rawah,C7745
2977,290,10,30,5,720,193,239,185,1176,Neota,C7202
2997,115,8,30,3,2695,234,233,130,638,Rawah,C7745
3136,197,11,60,5,543,217,250,166,2550,Neota,C7101
2632,3,16,180,30,2296,197,208,146,1426,Commanche,C4703
3184,356,17,162,36,871,191,207,153,2001,Rawah,C7202
3052,180,2,474,16,1637,220,240,157,2675,Rawah,C7745
3210,266,7,402,19,5887,202,243,180,3051,Rawah,C7745
3283,46,19,524,147,1044,222,194,99,5311,Neota,C7700
3747,359,16,1075,301,5046,193,208,150,3181,Commanche,C8776
2744,131,9,30,3,1489,235,235,131,2652,Rawah,C7202
3033,293,28,454,236,2489,133,222,223,1460,Commanche,C7757
3298,109,25,234,66,2563,253,203,63,2656,Rawah,C7746
3218,241,8,180,-2,6030,204,247,181,1537,Rawah,C7201
3195,306,8,612,20,759,198,236,178,957,Commanche,C7202
3438,359,11,570,99,1611,204,220,154,1374,Commanche,C8776
2655,216,21,192,139,1758,193,254,190,234,Commanche,C2705
2871,300,25,339,81,2244,144,221,214,513,Commanche,C7757
3238,74,10,488,98,1194,232,222,122,1898,Rawah,C7745
3036,37,9,30,0,1282,220,220,135,1590,Commanche,C7102
3073,38,19,216,-6,3313,216,194,106,5544,Rawah,C7746
3062,159,13,127,25,1362,233,242,137,2605,Rawah,C7745
3382,180,9,1129,143,2889,224,246,155,1613,Commanche,C8771
3294,155,9,382,72,2975,231,241,142,2329,Rawah,C7745
3174,315,5,404,76,4019,206,235,169,966,Rawah,C7745
2898,297,18,726,179,309,167,231,203,1626,Commanche,C2705
2788,70,11,180,45,2871,232,218,117,6488,Rawah,C4744
3113,202,15,319,43,6148,212,252,172,2105,Rawah,C7745
3096,127,21,201,50,750,249,221,89,424,Commanche,C7757
3361,198,2,390,50,859,218,241,159,1771,Commanche,C7756
3030,326,7,153,22,2707,203,232,168,779,Rawah,C7202
2786,66,16,277,37,3077,234,206,98,2477,Rawah,C4744
2931,19,33,228,15,323,177,152,94,1566,Rawah,C7745
2145,9,36,309,180,376,158,146,106,242,Cache,C4703
2809,21,11,90,0,649,213,217,140,1061,Commanche,C7757
3014,331,5,42,1,967,208,234,164,2496,Rawah,C7745
2877,105,14,210,67,210,243,222,105,1201,Rawah,C7745
3100,100,14,258,-17,1140,243,219,102,1015,Rawah,C7745
3001,15,13,201,-2,5210,208,213,141,4586,Rawah,C7745
3110,268,20,532,-2,2026,166,244,215,666,Commanche,C7757
3260,225,4,402,26,283,214,243,166,812,Commanche,C7756
2809,59,12,0,0,3336,229,215,117,5516,Rawah,C7102
3062,302,9,60,10,4739,194,236,181,926,Rawah,C7745
2880,32,11,60,-2,564,218,217,134,1434,Commanche,C7756
2903,203,29,295,96,1756,192,250,176,924,Commanche,C4758
2682,182,9,30,0,1537,223,246,156,3692,Rawah,C4744
3247,73,16,228,24,3417,237,209,99,3050,Commanche,C7700
3366,347,13,371,84,2088,195,218,162,2971,Rawah,C8772
3279,174,36,150,50,3972,215,231,116,3160,Commanche,C7757
3326,335,16,297,95,1731,183,218,173,2975,Rawah,C7202
2892,23,15,0,0,571,210,206,129,1770,Commanche,C7757
2884,213,11,268,93,1565,210,250,175,1861,Commanche,C7790
2867,29,11,85,7,2881,216,217,135,2746,Rawah,C4744
3276,46,18,134,-9,1940,223,198,103,2823,Rawah,C7201
2957,115,15,170,41,2079,244,225,106,953,Rawah,C7745
3131,23,17,201,59,1189,208,202,126,631,Rawah,C7201
3271,14,12,690,68,1917,209,216,143,870,Commanche,C7755
3014,193,8,685,89,2101,219,247,162,2567,Commanche,C7756
2949,116,13,270,27,4228,242,227,111,4466,Rawah,C4744
3063,308,13,30,4,3676,185,232,187,1020,Commanche,C7201
3226,301,4,379,51,391,208,238,168,1095,Commanche,C7756
2961,82,25,390,147,626,245,187,56,716,Commanche,C7757
3130,169,1,469,78,216,220,239,156,680,Commanche,C7756
3302,53,10,516,127,1269,226,219,127,2474,Rawah,C7202
3139,140,19,170,61,108,245,230,106,2730,Neota,C7756
2695,345,10,85,18,2371,200,224,163,658,Commanche,C4703
3089,96,15,765,220,2053,243,217,100,2925,Commanche,C7755
2678,68,14,376,61,810,234,210,105,824,Rawah,C7745
2080,311,32,85,42,600,118,199,212,571,Cache,C4703
3161,347,8,67,4,4114,206,228,160,362,Commanche,C7202
3230,9,20,268,32,3287,194,197,135,3251,Commanche,C7700
3142,92,17,285,-6,6134,245,211,89,1158,Rawah,C7745
3075,346,7,30,4,1997,207,229,161,1237,Commanche,C7103
3210,255,11,376,47,2758,194,247,191,864,Commanche,C7756
2965,77,6,30,-6,1080,228,228,134,918,Commanche,C7202
3151,79,12,120,-17,1195,236,218,112,1110,Rawah,C7745
3408,120,10,216,-11,2558,238,232,124,1112,Commanche,C8772
2814,210,19,295,-22,1560,201,254,182,930,Commanche,C4758
3057,123,13,212,66,3667,242,230,114,2591,Rawah,C7746
2427,102,26,300,91,430,252,197,57,805,Commanche,C2704
3291,131,10,342,44,1486,237,235,128,2155,Commanche,C7756
3112,105,13,30,6,2571,241,224,110,1824,Commanche,C7755
3379,132,15,300,50,955,243,231,114,4150,Neota,C8771
2436,25,29,255,11,700,192,166,95,1549,Cache,C4703
3082,171,21,323,67,1766,229,244,136,1012,Rawah,C7745
2990,58,4,552,54,4263,223,230,143,4813,Rawah,C4744
3374,40,8,30,1,4450,221,223,137,4213,Rawah,C8776
2983,18,12,150,43,1256,211,215,139,2268,Commanche,C7757
2647,340,10,95,12,95,198,225,166,726,Rawah,C7745
3034,69,16,90,-6,3631,235,207,99,5401,Rawah,C7746
2811,0,25,175,52,3000,175,185,140,532,Commanche,C4703
3352,299,13,295,70,2636,183,235,192,934,Commanche,C7201
3154,336,9,30,2,4595,199,227,167,3051,Rawah,C7202
3092,32,9,212,21,3903,218,221,138,1873,Rawah,C7745
3178,188,14,360,46,1172,220,250,160,1928,Commanche,C7756
3306,324,16,592,167,3909,178,221,182,2200,Commanche,C7757
3139,53,5,0,0,3913,223,229,142,170,Commanche,C7202
3061,261,3,351,67,2599,212,241,166,1986,Commanche,C7756
2287,68,23,60,35,360,236,188,71,1639,Cache,C2705
2570,349,12,30,2,1253,197,219,160,5047,Rawah,C6101
2493,106,31,30,18,582,254,186,36,1146,Cache,C2705
3142,38,10,395,73,4350,220,217,131,2135,Rawah,C7745
2149,126,32,402,209,418,253,200,48,450,Cache,C2702
3244,66,9,457,39,3075,229,221,124,3840,Rawah,C8703
3428,246,9,785,171,3578,201,247,184,395,Commanche,C8771
2942,166,12,342,46,5486,230,244,143,4543,Rawah,C7746
3036,161,10,90,23,600,230,243,143,1082,Commanche,C7202
3232,30,10,60,4,3782,217,218,136,1543,Rawah,C7201
3067,9,13,595,151,4506,205,213,144,3740,Rawah,C7745
3004,146,30,437,227,837,245,219,80,997,Rawah,C7746
2939,3,15,339,131,4715,199,211,148,5032,Rawah,C4744
2879,227,29,190,78,3231,167,252,209,1626,Commanche,C2705
2898,34,12,270,29,2040,218,213,129,2023,Commanche,C7755
2955,119,13,234,38,5169,242,228,113,2563,Rawah,C7201
2983,114,13,67,12,2440,242,227,112,702,Rawah,C7745
3170,123,14,534,116,466,243,228,111,787,Commanche,C7756
3046,336,8,170,16,2848,202,229,166,1100,Commanche,C7202
3001,262,10,541,101,5683,194,246,190,4161,Rawah,C7745
2919,291,3,335,6,3491,210,239,167,4039,Rawah,C4744
2497,336,23,618,284,976,164,203,175,324,Cache,C4703
2765,197,20,309,29,1148,211,252,168,671,Commanche,C2704
2908,291,28,210,111,2538,133,223,225,1604,Commanche,C7757
2959,2,8,418,132,5060,209,225,154,5133,Rawah,C7102
3255,168,12,466,-18,792,229,245,146,3207,Neota,C7202
2712,235,19,210,17,1357,184,253,202,1243,Commanche,C7757
3350,148,17,60,11,1909,240,236,119,999,Commanche,C8772
2566,186,9,67,17,1340,222,247,159,1243,Commanche,C2705
3254,64,14,553,3,765,232,210,107,2610,Rawah,C7201
3070,171,9,60,-10,2341,226,244,150,3624,Rawah,C7202
3038,46,16,430,100,2118,223,203,109,1717,Commanche,C7755
2259,130,15,127,47,1544,244,230,111,391,Cache,C4703
3369,17,11,351,86,3465,211,218,142,3282,Commanche,C7756
3401,85,15,782,45,3270,241,212,97,1033,Commanche,C8776
3505,233,21,537,250,3043,181,253,204,679,Rawah,C8776
3001,37,16,395,79,4736,218,203,117,3515,Rawah,C7745
3018,195,3,708,109,5884,219,241,159,3362,Rawah,C7745
2945,254,8,458,52,5913,203,245,181,6096,Rawah,C7745
3207,105,3,67,-1,4906,224,236,147,1793,Rawah,C7201
3046,202,15,424,209,1082,211,252,172,541,Commanche,C4758
2645,153,15,90,19,3292,237,239,128,2442,Commanche,C4704
2199,82,19,190,73,1207,242,204,84,600,Cache,C4703
2547,68,8,437,44,1050,229,223,127,1431,Commanche,C4704
3265,327,16,309,31,4613,178,220,181,810,Commanche,C7756
3178,329,6,153,4,684,207,233,165,1019,Neota,C7201
3083,0,12,42,10,3553,202,217,152,2851,Rawah,C7700
2839,77,3,313,-15,1825,224,233,145,2052,Rawah,C7745
3295,103,24,466,133,1620,251,202,65,2779,Rawah,C7745
2672,66,9,390,86,1377,229,221,124,774,Rawah,C7745
3022,63,7,446,90,3148,227,225,132,800,Commanche,C7756
2343,300,4,30,2,67,209,238,168,752,Cache,C4703
2866,345,15,618,90,3162,190,216,164,1473,Commanche,C7756
2595,101,8,134,-7,1054,233,230,129,331,Rawah,C7745
2814,158,21,192,86,3460,237,238,121,1565,Rawah,C7746
3176,90,1,150,-1,2026,221,236,151,674,Rawah,C7202
2586,18,37,242,111,858,166,139,87,1304,Commanche,C4758
2902,68,24,150,25,212,236,184,66,339,Rawah,C7201
2924,9,9,30,5,2888,211,223,149,1209,Commanche,C7757
3034,45,18,90,23,1064,222,198,104,1084,Rawah,C7745
2711,217,12,255,120,2687,206,252,180,1218,Commanche,C2705
3346,359,12,404,53,1176,202,218,153,2695,Rawah,C8771
3321,317,24,418,136,4395,151,211,197,2482,Commanche,C8772
3113,135,11,30,7,3565,237,235,127,4127,Rawah,C7745
2910,353,23,182,67,1734,175,195,153,2661,Commanche,C7757
2684,186,25,192,59,1866,215,248,151,1478,Commanche,C4703
3194,258,14,420,84,1328,186,248,200,2568,Commanche,C7757
2743,134,17,124,19,2695,244,230,109,2379,Rawah,C7746
3089,29,6,30,0,5041,218,226,144,2203,Rawah,C7202
2926,351,6,297,7,4741,210,230,159,3362,Rawah,C7202
2636,44,17,524,-91,1276,222,201,109,3986,Rawah,C7745
3264,31,15,433,66,3182,215,205,123,3144,Commanche,C7700
3090,28,8,285,73,1482,217,223,141,1100,Commanche,C7756
2892,307,29,192,71,1061,130,209,213,1396,Commanche,C7757
3010,285,7,362,60,5850,200,240,180,1802,Rawah,C7745
2450,140,11,180,16,571,237,237,129,1458,Cache,C2717
2592,43,11,0,0,732,222,217,128,1537,Commanche,C7757
2832,293,14,85,5,2290,179,236,197,2496,Rawah,C7745
3285,141,18,443,107,1550,244,232,110,1189,Neota,C7757
3184,49,9,85,12,2620,224,221,131,2821,Rawah,C7745
3262,191,24,277,103,2443,211,250,159,1107,Commanche,C7757
3382,334,15,824,90,2349,184,219,173,1140,Commanche,C7756
2464,144,2,30,0,591,222,238,152,1140,Commanche,C6102
3082,185,3,283,26,2928,220,241,157,1637,Commanche,C7756
2655,358,16,124,33,2010,193,209,152,2316,Commanche,C4703
3096,0,23,0,0,2055,180,190,143,2477,Commanche,C7756
2554,353,15,60,19,750,192,212,156,365,Rawah,C7745
3167,43,11,42,0,1986,222,215,126,2110,Rawah,C7745
2504,67,8,30,5,685,228,224,129,5621,Rawah,C6731
3247,61,6,255,20,4290,225,227,136,2322,Rawah,C8771
3259,25,25,516,82,1668,198,176,103,2232,Neota,C7757
2929,11,19,150,50,1320,197,199,134,1920,Commanche,C7757
3443,353,21,828,247,932,179,198,154,942,Neota,C8776
3189,333,16,30,0,4335,183,218,174,3590,Commanche,C7201
2364,172,7,242,77,1101,225,244,152,1075,Cache,C2704
2440,16,26,134,62,607,188,177,115,1082,Cache,C4703
2541,180,16,134,32,1905,224,248,151,1732,Commanche,C2703
2824,126,20,90,18,2457,249,222,91,1777,Rawah,C7746
3172,121,6,664,0,4348,230,235,139,1943,Rawah,C7102
3272,15,8,90,17,3345,213,223,147,1974,Rawah,C7745
2975,198,2,182,2,2452,218,240,158,1922,Rawah,C7745
2807,291,30,190,57,1289,123,219,229,1332,Commanche,C4758
2866,323,12,85,19,1506,189,227,178,1276,Commanche,C7202
2691,70,6,175,28,1694,226,229,137,6274,Rawah,C4744
3045,0,1,247,-2,2628,217,236,156,765,Rawah,C7202
3379,340,13,911,108,1216,192,221,167,1914,Commanche,C8771
2897,135,1,150,17,3711,221,238,153,3800,Rawah,C4744
3095,347,13,607,58,2188,196,219,162,1001,Commanche,C7756
2962,199,9,495,53,6003,217,248,166,5447,Rawah,C7745
3216,354,16,240,56,3394,192,211,155,2546,Commanche,C7755
2746,16,14,90,9,1537,207,209,137,1341,Commanche,C4703
3191,87,16,342,70,1739,242,213,97,1627,Rawah,C7745
3123,333,6,509,-62,1015,205,232,165,1053,Neota,C7202
3135,120,4,218,0,3901,226,236,145,1342,Rawah,C7745
3213,170,7,641,104,541,225,243,152,2903,Commanche,C7755
3106,46,16,42,10,930,223,202,108,990,Rawah,C7745
2598,119,14,120,-27,960,243,227,109,767,Rawah,C7746
3161,325,18,552,22,2072,174,219,183,420,Commanche,C7757
2496,290,17,95,32,691,170,235,205,573,Cache,C4703
2922,359,18,300,69,3095,190,204,149,1825,Commanche,C4703
2758,31,1,30,2,1775,218,235,154,2098,Rawah,C7102
2618,229,23,0,0,339,180,254,204,1422,Commanche,C4758
2603,328,24,60,35,576,154,203,185,2071,Rawah,C7745
2816,303,25,421,168,1050,143,219,212,1505,Commanche,C7710
2607,243,23,258,7,660,170,251,214,1282,Commanche,C2705
3209,227,15,30,-1,2105,197,253,190,3936,Neota,C7202
3057,244,7,430,69,5866,206,246,178,4592,Rawah,C4744
3033,78,12,234,7,847,235,219,114,1935,Rawah,C7745
3052,5,9,60,6,3621,209,223,152,600,Commanche,C7201
3093,349,11,124,34,1878,200,222,160,1987,Rawah,C7745
2944,346,20,295,75,870,176,203,163,1860,Commanche,C7700
3159,315,9,283,17,3320,196,233,176,4459,Rawah,C7746
3108,301,10,0,0,1239,192,236,183,1575,Commanche,C7103
2981,299,9,134,26,1592,196,237,181,1475,Rawah,C7745
2630,25,5,466,204,2026,218,229,148,579,Commanche,C2703
2995,127,7,351,55,1707,233,235,135,825,Commanche,C7756
2573,140,16,242,38,1423,242,234,116,2099,Commanche,C2705
3113,45,7,85,7,5315,222,225,138,3248,Rawah,C7201
3269,32,6,192,56,1513,219,226,144,2839,Rawah,C7746
2933,223,38,811,181,3997,146,243,209,1390,Commanche,C4758
3217,2,6,335,-6,5518,211,228,154,1771,Rawah,C7201
2903,340,13,134,40,4924,192,221,167,4554,Rawah,C7700
3272,279,11,30,6,6011,191,242,191,417,Rawah,C8771
2770,153,4,210,12,2571,225,240,150,6094,Rawah,C4744
2243,217,31,90,43,1001,172,251,198,576,Cache,C2702
3152,83,16,153,26,1253,241,210,95,2311,Rawah,C7746
3152,318,15,134,22,3578,180,226,185,1956,Rawah,C7700
3363,149,6,618,34,1003,227,240,146,4273,Neota,C8771
2681,53,7,192,32,1913,224,225,135,2391,Commanche,C2703
2942,336,9,636,36,5572,199,227,167,2059,Rawah,C7745
3194,313,11,216,33,4326,191,232,180,553,Commanche,C7756
2837,125,15,30,7,2639,244,228,110,2499,Rawah,C4744
3034,303,11,485,-86,1919,189,235,186,2268,Commanche,C7755
3122,34,2,258,1,2348,219,235,153,2349,Commanche,C7756
3138,208,6,242,26,1506,216,245,165,2290,Commanche,C7202
3075,335,7,552,95,636,205,231,165,685,Neota,C7202
2951,48,14,379,154,3696,224,209,116,2427,Rawah,C7745
3091,130,11,0,0,2731,238,234,125,3485,Rawah,C7202
3155,31,11,660,138,1736,217,216,133,2547,Commanche,C7755
2703,83,4,192,23,1587,225,233,143,3502,Rawah,C4744
3298,316,19,67,30,5466,165,220,193,866,Rawah,C8771
2283,321,25,339,-29,488,149,207,194,684,Cache,C4703
2973,291,20,256,65,4177,160,233,210,2373,Rawah,C7746
3020,324,4,95,8,5092,209,235,165,2550,Rawah,C7202
2934,144,19,150,2,1020,244,232,109,1676,Commanche,C7757
2597,78,8,30,-2,2184,231,226,128,1387,Commanche,C6102
3113,162,9,90,6,3979,229,243,145,1320,Rawah,C7745
2893,284,27,85,15,2657,135,228,228,301,Commanche,C7757
3043,3,15,0,0,2750,199,211,148,2148,Commanche,C7202
3197,359,31,541,55,5891,157,165,134,1090,Rawah,C7745
2861,120,16,285,-43,1201,246,225,103,2006,Rawah,C7746
2909,298,12,95,23,3287,185,236,190,1630,Rawah,C7745
3107,171,11,134,-6,819,228,245,149,1622,Rawah,C7202
3011,28,16,430,89,4698,212,203,123,3532,Rawah,C7745
3281,75,11,170,-5,2726,234,218,115,2624,Rawah,C7745
3024,149,4,247,3,1293,225,239,149,1261,Commanche,C7756
2955,246,9,350,46,5835,203,247,182,2816,Rawah,C7745
3187,63,4,0,0,5137,224,231,143,1924,Rawah,C7202
3039,352,32,384,51,1710,150,169,146,1150,Commanche,C7756
2815,110,26,255,144,1583,253,202,60,1571,Commanche,C4758
3184,332,19,240,71,1950,171,212,178,2156,Commanche,C7757
2178,97,20,228,83,433,248,208,80,685,Cache,C4703
3318,208,14,127,2,3608,210,252,175,1801,Commanche,C7756
3188,41,9,175,-5,2571,221,221,134,1289,Commanche,C7201
2961,135,1,713,164,2407,221,238,153,1632,Commanche,C7790
3318,96,6,30,0,1431,231,231,133,3447,Neota,C7201
3002,332,11,162,26,3241,193,225,172,1879,Rawah,C7745
3458,322,22,1099,320,4281,159,212,191,2676,Commanche,C8776
3081,8,21,162,5,1275,190,192,134,1044,Rawah,C7201
3089,27,5,600,90,2758,218,228,147,1917,Commanche,C7756
2888,0,10,443,90,3333,206,222,154,570,Commanche,C7757
3132,26,25,641,107,1939,199,178,104,1980,Commanche,C7757
2942,0,6,30,1,2963,211,228,155,1296,Commanche,C7757
2831,237,24,90,2,1790,171,252,211,1116,Commanche,C4758
3213,119,13,192,32,1842,242,228,113,1471,Neota,C7202
3257,90,26,120,26,2366,248,188,0,552,Commanche,C8772
2917,251,11,42,-3,2148,196,248,189,1699,Commanche,C7202
2846,313,9,150,5,2888,197,234,177,2510,Rawah,C7745
2940,354,7,342,20,1282,209,228,157,420,Commanche,C7756
2994,353,17,67,16,309,190,209,156,769,Rawah,C7201
1879,28,19,30,12,95,209,196,117,778,Cache,C2706
2732,354,9,277,86,2101,205,224,157,2220,Commanche,C4703
2120,279,28,120,48,1279,133,231,231,541,Cache,C4703
3278,350,17,272,55,4520,187,210,159,2185,Commanche,C7201
3277,74,16,228,-25,1846,237,207,95,1104,Commanche,C8772
3248,269,19,162,36,3881,167,243,214,1455,Rawah,C7745
2410,110,18,120,31,497,248,218,92,930,Commanche,C2705
2694,72,2,450,-18,977,222,234,149,1633,Rawah,C4744
3312,175,18,446,106,1557,227,247,144,1795,Commanche,C7757
3097,264,7,503,-29,2524,203,243,179,1530,Commanche,C4758
2957,173,20,120,14,2281,228,245,140,2922,Commanche,C7757
3183,94,9,469,47,4636,235,226,122,2160,Rawah,C7745
2752,147,10,240,13,2041,234,239,136,1283,Rawah,C4744
2558,25,5,240,4,845,218,229,148,603,Rawah,C7746
2707,61,11,95,-16,1505,229,217,120,1031,Rawah,C7745
2931,317,17,192,59,1864,172,222,189,2395,Commanche,C7757
2773,13,16,228,2,2856,203,207,138,2311,Commanche,C4703
2673,69,8,150,22,2535,229,224,128,968,Commanche,C4703
3381,302,9,902,124,1072,194,236,181,2132,Commanche,C7756
3317,333,22,525,166,2716,163,205,178,384,Commanche,C7757
3217,76,4,0,0,3059,225,232,143,1758,Rawah,C7201
2675,358,22,90,19,1883,180,194,147,1674,Rawah,C7745
2712,160,12,0,0,2340,233,242,139,553,Commanche,C2705
2896,16,19,467,85,700,201,198,130,767,Commanche,C7755
3183,110,8,170,6,5356,234,231,129,3020,Rawah,C7202
2894,334,8,212,24,1947,202,229,167,1082,Commanche,C7756
3128,105,8,365,25,2093,234,230,128,2326,Rawah,C7745
2273,338,24,218,51,741,161,199,172,993,Cache,C4703
3095,114,8,60,0,914,233,233,131,1648,Rawah,C7201
2978,114,17,124,29,4302,247,220,96,1956,Rawah,C7746
2719,75,9,272,30,2047,232,223,123,5816,Rawah,C4744
3082,5,5,127,16,2241,213,230,154,2301,Commanche,C7756
2679,140,7,0,0,3598,231,238,139,2142,Commanche,C7102
3035,318,13,90,13,2128,185,228,183,1201,Commanche,C7201
3346,250,5,0,0,5120,209,243,172,904,Rawah,C8772
3169,144,9,95,3,828,233,239,137,2223,Neota,C7202
3139,160,9,42,7,3060,230,242,144,3398,Rawah,C8772
3266,46,16,300,52,1189,223,202,108,2618,Commanche,C7756
2759,209,24,85,27,1485,195,254,183,2431,Commanche,C2705
3054,335,22,390,195,899,165,204,175,3242,Commanche,C7700
2744,175,15,30,8,914,227,247,148,534,Commanche,C2704
2645,191,26,90,28,1980,210,249,158,1129,Commanche,C2705
2848,235,33,234,156,2167,146,247,222,1052,Commanche,C4758
3311,8,18,150,-13,3805,197,203,139,3877,Rawah,C8771
2921,11,20,162,51,1320,195,196,133,1980,Commanche,C7757
2617,35,19,150,34,1530,215,195,110,2879,Commanche,C4703
3152,332,19,323,28,3834,171,212,178,1530,Commanche,C7201
